track,album,artist,genre,popularity,explicit,release_date,duration_ms,track_score,duration_min,release_year
EL AMOR DE SU VIDA,El Comienzo,Grupo Frontera,cumbia norteña,82,False,2023-08-25,165848,41.0,2.7641333333333336,2023
El Azul,El Azul,Junior H,corridos tumbados,81,False,2023-02-10,187225,40.5,3.120416666666667,2023
MONACO,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,83,True,2023-10-13,267194,41.5,4.453233333333333,2023
All That Really Matters,ILLENIUM,ILLENIUM,melodic bass,78,False,2023-04-28,244235,39.0,4.070583333333333,2023
IDGAF (feat. Yeat),For All The Dogs,Drake,rap,78,True,2023-10-06,260111,39.0,4.335183333333333,2023
HARLEY QUINN,Pa las Baby's Y Belikeada,Fuerza Regida,corrido,81,True,2023-10-20,143327,40.5,2.3887833333333335,2023
un x100to,El Comienzo,Grupo Frontera,cumbia norteña,79,False,2023-08-25,194563,39.5,3.2427166666666665,2023
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,82,True,2023-10-05,168677,41.0,2.8112833333333334,2023
LALA,LA VIDA ES UNA,Myke Towers,reggaeton,84,True,2023-03-23,197920,42.0,3.2986666666666666,2023
TIL FURTHER NOTICE (feat. James Blake & 21 Savage),UTOPIA,Travis Scott,rap,79,True,2023-07-28,314836,39.5,5.2472666666666665,2023
La Bachata,2000,Manuel Turizo,reggaeton,82,False,2023-03-17,162637,41.0,2.7106166666666667,2023
MI EX TENÍA RAZÓN,MAÑANA SERÁ BONITO (BICHOTA SEASON),KAROL G,reggaeton,83,False,2023-08-10,154374,41.5,2.5729,2023
Primera Cita,Colmillo De Leche,Carín León,banda,85,False,2023-05-19,186455,42.5,3.1075833333333334,2023
TRES BOTELLAS,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,81,True,2023-10-05,162648,40.5,2.7108,2023
Atmosphere,Atmosphere,FISHER,tech house,76,False,2023-08-11,182857,38.0,3.047616666666667,2023
LA CHERRY,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,80,True,2023-10-05,212861,40.0,3.5476833333333335,2023
Standing Next to You,GOLDEN,Jung Kook,k-pop,85,False,2023-11-03,206019,42.5,3.43365,2023
GAVILÁN II,GÉNESIS,Peso Pluma,corrido,79,True,2023-06-29,225480,39.5,3.758,2023
Yummy - Righteous Remix,Yummy (Righteous Remix),Ayesha Erotica,hyperpop,78,True,2023-12-01,164001,39.0,2.73335,2023
QUE VUELVAS,El Comienzo,Grupo Frontera,cumbia norteña,80,False,2023-08-25,169418,40.0,2.8236333333333334,2023
EXCESOS,Pa las Baby's Y Belikeada,Fuerza Regida,corrido,80,False,2023-10-20,187076,40.0,3.1179333333333332,2023
LUNA,GÉNESIS,Peso Pluma,corrido,79,True,2023-06-29,163551,39.5,2.72585,2023
ONE CALL,Ghetto Fabulous,Rich Amiri,rage rap,76,True,2023-11-17,121399,38.0,2.0233166666666667,2023
un x100to,un x100to,Grupo Frontera,cumbia norteña,80,False,2023-04-17,194563,40.0,3.2427166666666665,2023
BIPOLAR,BIPOLAR,Peso Pluma,corrido,77,True,2023-09-07,265045,38.5,4.417416666666667,2023
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,corrido,79,True,2023-10-20,204815,39.5,3.4135833333333334,2023
CLASSY 101,FERXXOCALIPSIS,Feid,reggaeton,80,True,2023-12-01,195586,40.0,3.2597666666666667,2023
LA PEOPLE,GÉNESIS,Peso Pluma,corrido,78,True,2023-06-29,153031,39.0,2.5505166666666668,2023
You & Me - Rivo Remix,You & Me (Rivo Remix),Disclosure,house,85,False,2023-12-22,208524,42.5,3.4754,2023
X SI VOLVEMOS,MAÑANA SERÁ BONITO,KAROL G,reggaeton,81,True,2023-02-24,200120,40.5,3.3353333333333333,2023
El Merengue,Sugar Papi,Marshmello,edm,81,False,2023-11-03,189668,40.5,3.1611333333333334,2023
RUBICON,GÉNESIS,Peso Pluma,corrido,78,True,2023-06-29,238447,39.0,3.9741166666666667,2023
Sprinter,Sprinter,Dave,grime,84,True,2023-06-01,229133,42.0,3.8188833333333334,2023
UNA NOCHE EN MEDELLÍN - REMIX,MAÑANA SERÁ BONITO (BICHOTA SEASON),KAROL G,reggaeton,80,True,2023-08-10,205144,40.0,3.4190666666666667,2023
Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,big room,85,False,2023-12-01,140000,42.5,2.3333333333333335,2023
Super Shy,NewJeans 'Super Shy',NewJeans,k-pop,80,False,2023-07-07,154666,40.0,2.5777666666666668,2023
Seven (feat. Latto) (Explicit Ver.),GOLDEN,Jung Kook,k-pop,85,True,2023-11-03,183550,42.5,3.0591666666666666,2023
GOOD LOYAL THOTS,GOOD LOYAL THOTS,Odetari,hyperpop,76,True,2023-03-15,102556,38.0,1.7092666666666667,2023
New Jeans,NewJeans 'Super Shy',NewJeans,k-pop,80,False,2023-07-07,108986,40.0,1.8164333333333333,2023
ETA,NewJeans 2nd EP 'Get Up',NewJeans,k-pop,78,False,2023-07-21,151373,39.0,2.522883333333333,2023
Que Onda,Que Onda,Calle 24,corrido,79,True,2023-08-30,191466,39.5,3.1911,2023
La Diabla,La Diabla,Xavi,corridos tumbados,78,False,2023-11-30,172264,39.0,2.8710666666666667,2023
NO ME QUIERO CASAR,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,81,True,2023-10-13,225654,40.5,3.7609,2023
Elvira,DISTORSIÓN,Oscar Maydon,corridos tumbados,79,True,2023-12-22,196832,39.5,3.2805333333333335,2023
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,hyperpop,77,True,2023-07-26,127741,38.5,2.129016666666667,2023
LAS NOCHES,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,78,True,2023-10-05,226298,39.0,3.7716333333333334,2023
MIENTRAS ME CURO DEL CORA,MAÑANA SERÁ BONITO,KAROL G,reggaeton,81,False,2023-02-24,164386,40.5,2.7397666666666667,2023
Baby Don't Hurt Me,Baby Don't Hurt Me,David Guetta,edm,83,False,2023-04-06,140017,41.5,2.3336166666666665,2023
OMG,NewJeans 'OMG',NewJeans,k-pop,80,False,2023-01-02,212253,40.0,3.53755,2023
No Es Por Acá,Colmillo De Leche,Carín León,banda,80,False,2023-05-19,167692,40.0,2.7948666666666666,2023
Según Quién,Don Juan,Maluma,reggaeton,81,True,2023-08-25,142334,40.5,2.3722333333333334,2023
NO SE VA - EN VIVO,El Comienzo,Grupo Frontera,cumbia norteña,76,False,2023-08-25,193816,38.0,3.2302666666666666,2023
Bite Me,DARK BLOOD,ENHYPEN,k-pop,80,False,2023-05-22,157531,40.0,2.6255166666666665,2023
LALALALA,ROCK-STAR,Stray Kids,k-pop,78,False,2023-11-10,182224,39.0,3.0370666666666666,2023
Prada,Prada,cassö,hypertechno,84,True,2023-08-11,132359,42.0,2.205983333333333,2023
Qué Onda Perdida,Qué Onda Perdida,Grupo Firme,banda,78,False,2023-03-30,239637,39.0,3.99395,2023
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,corrido,76,True,2023-10-20,166453,38.0,2.7742166666666668,2023
FINA,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,78,True,2023-10-13,216327,39.0,3.60545,2023
Perfect Night,Perfect Night,LE SSERAFIM,k-pop,79,False,2023-10-27,159080,39.5,2.6513333333333335,2023
Abcdario,Abcdario,Eden Muñoz,banda,77,False,2023-05-13,220650,38.5,3.6775,2023
Daytona,Partyson,Cris Mj,reggaeton chileno,80,True,2023-11-09,173785,40.0,2.8964166666666666,2023
Pacas De Billetes,Nata Montana,Natanael Cano,corridos tumbados,78,True,2023-06-30,188074,39.0,3.1345666666666667,2023
Angel Numbers / Ten Toes,11:11,Chris Brown,r&b,81,True,2023-11-10,306847,40.5,5.114116666666667,2023
Haegeum,D-DAY,Agust D,k-pop,86,False,2023-04-21,168926,43.0,2.8154333333333335,2023
TULUM,GÉNESIS,Peso Pluma,corrido,76,True,2023-06-29,209415,38.0,3.49025,2023
Por Mi México (Remix),Por Mi México (Remix),Lefty Sm,mexican hip hop,75,True,2023-08-24,405000,37.5,6.75,2023
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,hyperpop,77,True,2023-06-06,119120,38.5,1.9853333333333334,2023
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,reggaeton,79,True,2023-05-18,231704,39.5,3.8617333333333335,2023
SABOR FRESA,SABOR FRESA,Fuerza Regida,corrido,77,True,2023-06-22,156500,38.5,2.6083333333333334,2023
Tattoo,Tattoo,Loreen,europop,84,False,2023-02-25,183374,42.0,3.056233333333333,2023
Mi Kryptonita,Talento de Vida,Doble ONE Flow Letal,mexican hip hop,79,False,2023-10-11,188089,39.5,3.1348166666666666,2023
NARCISSISTIC PERSONALITY DISORDER,NARCISSISTIC PERSONALITY DISORDER,Odetari,hyperpop,74,True,2023-04-01,110416,37.0,1.8402666666666667,2023
BESO,RR,ROSALÍA,latin,80,False,2023-03-24,194543,40.0,3.242383333333333,2023
Where Are You Now,All Stand Together,Lost Frequencies,tropical house,79,False,2023-11-10,149066,39.5,2.4844333333333335,2023
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,argentine trap,80,False,2023-01-11,214945,40.0,3.5824166666666666,2023
LA FALDA,LVEU: VIVE LA TUYA...NO LA MIA,Myke Towers,reggaeton,80,True,2023-09-18,174229,40.0,2.9038166666666667,2023
TAKE IT OFF,TAKE IT OFF,FISHER,tech house,74,True,2023-06-23,194604,37.0,3.2434,2023
Mi Bello Angel,Nata Montana,Natanael Cano,corridos tumbados,77,True,2023-06-30,188666,38.5,3.144433333333333,2023
Coco Chanel,3MEN2 KBRN,Eladio Carrion,trap latino,77,True,2023-03-17,208125,38.5,3.46875,2023
sins (let me in),sins (let me in),Kanii,jersey club,72,False,2023-09-08,128326,36.0,2.1387666666666667,2023
A TU NOMBRE,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,77,True,2023-10-05,247783,38.5,4.129716666666667,2023
Lo Siento BB:/,DATA,Tainy,reggaeton,78,True,2023-06-29,206343,39.0,3.43905,2023
LOOK DON’T TOUCH (w/ cade clair),LOOK DON’T TOUCH (w/ cade clair),Odetari,hyperpop,74,True,2023-05-17,138240,37.0,2.304,2023
LOKERON X AMOR,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,75,True,2023-10-05,191504,37.5,3.1917333333333335,2023
FIRST LOVE,FIRST LOVE,Oscar Ortiz,electro corridos,76,False,2023-12-07,169440,38.0,2.824,2023
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,corridos tumbados,79,False,2023-10-11,242133,39.5,4.03555,2023
Sabanas Blancas,Frenia,La Santa Grifa,mexican hip hop,77,True,2023-07-14,254000,38.5,4.233333333333333,2023
POR EL CONTRARIO (with Ángela Aguilar & Leonardo Aguilar),ESQUINAS,Becky G,reggaeton,76,False,2023-09-28,185207,38.0,3.0867833333333334,2023
PERO TÚ,MAÑANA SERÁ BONITO,KAROL G,reggaeton,79,True,2023-02-24,183480,39.5,3.058,2023
Wish You The Best,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,soft pop,77,False,2023-05-19,210880,38.5,3.514666666666667,2023
EN ALTAVOZ,El Comienzo,Grupo Frontera,cumbia norteña,75,False,2023-08-25,166570,37.5,2.7761666666666667,2023
I LOVE YOU HOE (w/ 9lives),DOOR TO DUSK,Odetari,hyperpop,72,True,2023-12-06,126600,36.0,2.11,2023
INMORTAL,Pa las Baby's Y Belikeada,Fuerza Regida,corrido,78,True,2023-10-20,137598,39.0,2.2933,2023
Drama,Drama - The 4th Mini Album,aespa,k-pop,80,False,2023-11-10,214973,40.0,3.582883333333333,2023
Vagabundo,Vagabundo,Sebastian Yatra,colombian pop,81,False,2023-05-12,215600,40.5,3.5933333333333333,2023
The Machine,The Machine,Reed Wonder,dark r&b,79,False,2023-03-17,192000,39.5,3.2,2023
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carín León,banda,79,False,2023-05-19,169895,39.5,2.831583333333333,2023
MOVE YO BODY,MOVE YO BODY,Bryansanon,jersey club,71,False,2023-11-30,128182,35.5,2.1363666666666665,2023
3D (feat. Jack Harlow),3D : The Remixes,Jung Kook,k-pop,79,True,2023-10-02,201812,39.5,3.3635333333333333,2023
Slow Dancing,Layover,V,k-pop,78,False,2023-09-08,187026,39.0,3.1171,2023
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,phonk,76,True,2023-08-25,116104,38.0,1.9350666666666667,2023
La Nena,Como en los Viejos Tiempos,Eden Muñoz,banda,77,False,2023-12-01,175532,38.5,2.9255333333333335,2023
EN LA PEDA,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,74,True,2023-10-05,234890,37.0,3.914833333333333,2023
Shorty Party,Shorty Party,Cartel De Santa,mexican hip hop,76,True,2023-03-04,265000,38.0,4.416666666666667,2023
Te Lo Agradezco,Lo Más Escuchado del 2023,Kany García,latin pop,77,False,2023-12-14,183667,38.5,3.0611166666666665,2023
$AD BOYZ II,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,74,True,2023-10-05,208898,37.0,3.4816333333333334,2023
9mm,Memphis Cult Vol. 6,Memphis Cult,phonk,75,True,2023-02-23,86709,37.5,1.44515,2023
Casi Completa,PRESENTE,Julión Álvarez y su Norteño Banda,banda,75,False,2023-11-17,190706,37.5,3.1784333333333334,2023
ANTIFRAGILE,UNFORGIVEN,LE SSERAFIM,k-pop,78,False,2023-05-01,184444,39.0,3.0740666666666665,2023
LET ME SEE YA MOVE!,LET ME SEE YA MOVE!,Lumi Athena,hyperpop,72,True,2023-06-16,121734,36.0,2.0289,2023
Like Crazy,FACE,Jimin,k-pop,78,False,2023-03-24,212241,39.0,3.53735,2023
MILES DE ROSAS,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,74,True,2023-10-05,251669,37.0,4.194483333333333,2023
Seven (feat. Latto),Seven (feat. Latto),Jung Kook,k-pop,81,True,2023-07-14,184400,40.5,3.0733333333333333,2023
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,phonk,78,False,2023-12-01,103495,39.0,1.7249166666666667,2023
morena,morena,Beéle,latin afrobeats,79,False,2023-11-09,188930,39.5,3.148833333333333,2023
WET DREAMS (w/ Nimstarr),WET DREAMS (w/ Nimstarr),Odetari,hyperpop,71,False,2023-06-21,124711,35.5,2.078516666666667,2023
LEFT RIGHT,SHOOTING STAR,XG,k-pop,74,False,2023-01-25,208065,37.0,3.46775,2023
Yes or No,GOLDEN,Jung Kook,k-pop,78,False,2023-11-03,147557,39.0,2.4592833333333335,2023
me va a costar,me va a costar,Kevin Kaarl,latin folk,74,False,2023-12-01,228266,37.0,3.8044333333333333,2023
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,hypertechno,82,False,2023-08-04,178156,41.0,2.9692666666666665,2023
No digas nada,No digas nada,LATIN MAFIA,latin r&b,78,False,2023-04-14,222545,39.0,3.7090833333333335,2023
ALV,"Sentimiento, Elegancia y Más Maldad",Arcángel,reggaeton,74,False,2023-11-17,224285,37.0,3.7380833333333334,2023
Patadas de Ahogado,Patadas de Ahogado,LATIN MAFIA,latin r&b,78,False,2023-11-02,224835,39.0,3.74725,2023
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,hyperpop,71,True,2023-07-31,117528,35.5,1.9588,2023
3D (feat. Jack Harlow),GOLDEN,Jung Kook,k-pop,80,True,2023-11-03,201812,40.0,3.3635333333333333,2023
HIBIKI,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,76,True,2023-10-13,208000,38.0,3.466666666666667,2023
"Otro Día, Otra Aventura","Otro Día, Otra Aventura",Código FN,corrido,73,False,2023-11-17,200859,36.5,3.34765,2023
Pa Ti Estoy,Cosmo,Ozuna,reggaeton,77,False,2023-11-17,206103,38.5,3.43505,2023
Onana,Onana,Jey One,dembow,71,False,2023-05-08,128571,35.5,2.14285,2023
Mas Altas Que Bajadas,Nata Montana,Natanael Cano,corridos tumbados,75,True,2023-06-30,193333,37.5,3.2222166666666667,2023
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,phonk,77,False,2023-11-10,129798,38.5,2.1633,2023
Yo Ya Sabia Pa Donde Iba,Yo Ya Sabia Pa Donde Iba,Los Chavalitos,corrido,73,False,2023-12-24,181611,36.5,3.02685,2023
Love The Hell Out Of You - From The Motion Picture 'It Ends With Us',Broken By Desire To Be Heavenly Sent,Lewis Capaldi,soft pop,74,False,2023-05-19,205080,37.0,3.418,2023
Frágil,Frágil,Yahritza Y Su Esencia,sad sierreño,72,False,2023-04-07,160517,36.0,2.6752833333333332,2023
CYBERTRUCK,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,73,True,2023-10-13,191959,36.5,3.199316666666667,2023
MR. OCTOBER,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,73,True,2023-10-13,189258,36.5,3.1543,2023
El Merengue,El Merengue,Marshmello,edm,78,False,2023-03-03,189668,39.0,3.1611333333333334,2023
Sleepwalker,Ketamine Girl,akiaura,phonk,73,False,2023-06-30,212000,36.5,3.533333333333333,2023
TUCA DONKA,TUCA DONKA,CURSEDEVIL,phonk,76,False,2023-07-28,75692,38.0,1.2615333333333334,2023
Lisa,Lisa,Young Miko,trap latino,74,True,2023-03-03,159306,37.0,2.6551,2023
El Cielo,El Cielo,Sky Rompiendo,reggaeton,76,True,2023-06-02,191320,38.0,3.1886666666666668,2023
TELEFONO NUEVO,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,75,True,2023-10-13,354784,37.5,5.9130666666666665,2023
Push Up - Main Edit,Push Up (Main Edit),Creeds,techno,80,False,2023-03-31,139300,40.0,2.3216666666666668,2023
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,big room,79,True,2023-07-28,151589,39.5,2.526483333333333,2023
Dance The Night,Barbie The Album,Dua Lipa,pop,72,False,2023-07-21,176579,36.0,2.9429833333333333,2023
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,afro house,77,False,2023-12-13,197694,38.5,3.2949,2023
SHOOTING STAR,SHOOTING STAR,XG,k-pop,73,False,2023-01-25,203556,36.5,3.3926,2023
where's my head at _,where's my head at _,Basement Jaxx,big beat,73,False,2023-11-14,152822,36.5,2.5470333333333333,2023
Sin Pagar Renta,Sin Pagar Renta,Xavi,corridos tumbados,71,False,2023-07-06,193021,35.5,3.217016666666667,2023
SPECIALZ,SPECIALZ,King Gnu,j-pop,75,False,2023-09-01,238986,37.5,3.9831,2023
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,cumbia norteña,72,False,2023-10-19,172485,36.0,2.87475,2023
アイドル,アイドル,YOASOBI,j-pop,76,False,2023-04-12,213233,38.0,3.5538833333333333,2023
ELOVRGA,ELOVRGA,Alex Favela,electro corridos,76,True,2023-08-18,194769,38.0,3.24615,2023
Necesito Encontrarte,Colmillo De Leche,Carín León,banda,74,False,2023-05-19,200612,37.0,3.3435333333333332,2023
Love Me Again,Layover,V,k-pop,77,False,2023-08-11,182293,38.5,3.0382166666666666,2023
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,k-pop,78,True,2023-09-29,201812,39.0,3.3635333333333333,2023
MIÉNTELE,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,73,True,2023-10-05,176749,36.5,2.9458166666666665,2023
Every Night Every Morning,Maoli Music Overload,Maoli,nz reggae,65,False,2023-04-21,197812,32.5,3.296866666666667,2023
Queencard,I feel,i-dle,k-pop,75,False,2023-05-15,161240,37.5,2.687333333333333,2023
Asking,Asking,Sonny Fodera,house,76,False,2023-07-07,191590,38.0,3.1931666666666665,2023
MONTAGEM - PR FUNK,MONTAGEM - PR FUNK,S3BZS,phonk,76,False,2023-05-01,61673,38.0,1.0278833333333333,2023
Culpable Tú,Culpable Tú,Alta Consigna,sierreño,74,False,2023-04-02,231760,37.0,3.8626666666666667,2023
Rara Vez,Rara Vez,Milo j,argentine trap,82,False,2023-02-08,128677,41.0,2.144616666666667,2023
I AM,I've IVE,IVE,k-pop,76,False,2023-04-10,183853,38.0,3.064216666666667,2023
青のすみか,青のすみか,Tatsuya Kitani,anime,73,False,2023-07-07,196466,36.5,3.2744333333333335,2023
Bailando Bachata,Bailemos Otra Vez,Chayanne,latin pop,77,False,2023-10-27,170809,38.5,2.8468166666666668,2023
BRODYAGA FUNK,BRODYAGA FUNK,Eternxlkz,phonk,77,True,2023-11-17,134785,38.5,2.2464166666666667,2023
OA,OA,Anuel AA,reggaeton,76,True,2023-10-13,235200,38.0,3.92,2023
MERCEDES CAROTA,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,72,True,2023-10-13,202635,36.0,3.37725,2023
Fluxxwave,Fluxxwave,Clovis Reyes,phonk,72,False,2023-05-07,150441,36.0,2.50735,2023
OJITOS ROJOS,El Comienzo,Grupo Frontera,cumbia norteña,75,False,2023-08-25,221601,37.5,3.69335,2023
Seven (feat. Latto) (Clean Ver.),GOLDEN,Jung Kook,k-pop,78,False,2023-11-03,183550,39.0,3.0591666666666666,2023
Holy Ghost,Holy Ghost,Omah Lay,afrobeats,74,False,2023-11-09,186153,37.0,3.10255,2023
FERXXO 151,"MOR, No Le Temas a La Oscuridad",Feid,reggaeton,75,False,2023-09-29,195386,37.5,3.2564333333333333,2023
Lay Low,Lay Low,Tiësto,edm,77,False,2023-01-06,153442,38.5,2.557366666666667,2023
Mwaki,SURRENDER,Zerb,afro house,79,False,2023-10-27,208135,39.5,3.468916666666667,2023
踊り子,replica,Vaundy,j-pop,75,False,2023-11-15,229328,37.5,3.8221333333333334,2023
More,La Fórmula,Zion,reggaeton,68,False,2023-12-01,240733,34.0,4.012216666666666,2023
Standing Next to You,Standing Next to You (The Remixes),Jung Kook,k-pop,75,False,2023-11-06,206019,37.5,3.43365,2023
Flores,Flores,LATIN MAFIA,latin r&b,74,False,2023-01-27,160000,37.0,2.6666666666666665,2023
Asiwaju,RU The World,Ruger,afrobeats,75,True,2023-09-01,216000,37.5,3.6,2023
THUNDER Y LIGHTNING,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,72,True,2023-10-13,217133,36.0,3.6188833333333332,2023
SEDA,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,73,True,2023-10-13,190476,36.5,3.1746,2023
NADIE SABE,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,74,True,2023-10-13,379058,37.0,6.317633333333333,2023
アイドル,THE BOOK 3,YOASOBI,j-pop,73,False,2023-10-04,211733,36.5,3.5288833333333334,2023
When We Were Young (The Logical Song),When We Were Young (The Logical Song),David Guetta,edm,77,False,2023-11-10,147432,38.5,2.4572,2023
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,edm,76,False,2023-03-10,186496,38.0,3.1082666666666667,2023
Julietota,Julietota,LATIN MAFIA,latin r&b,75,False,2023-08-25,212151,37.5,3.53585,2023
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,drum and bass,76,False,2023-07-27,177291,38.0,2.95485,2023
lo que hay x aquí,lo que hay x aquí,Rels B,urbano latino,81,False,2023-03-09,155031,40.5,2.58385,2023
UuU 2,Private Suite (Vol. 1 / Reloaded),ROA,trap latino,69,True,2023-12-15,308266,34.5,5.137766666666667,2023
LET'S GET FKD UP,LET'S GET FKD UP (feat. Tribbs),Alok,brazilian bass,79,True,2023-11-17,121500,39.5,2.025,2023
PASIEMPRE,DATA,Tainy,reggaeton,73,True,2023-06-29,355795,36.5,5.929916666666666,2023
Se fue la luz,Se fue la luz,LATIN MAFIA,latin r&b,75,False,2023-05-26,212000,37.5,3.533333333333333,2023
BATTER UP,BATTER UP,BABYMONSTER,k-pop,76,False,2023-11-27,188179,38.0,3.1363166666666666,2023
Seven (feat. Latto),Seven (feat. Latto),Jung Kook,k-pop,76,False,2023-07-14,184160,38.0,3.0693333333333332,2023
Mwaki,Mwaki,Zerb,afro house,76,False,2023-11-10,208135,38.0,3.468916666666667,2023
Hora Loca,¿Quién trae las cornetas?,Rawayana,spanish-language reggae,70,False,2023-09-21,191825,35.0,3.1970833333333335,2023
We Fell Apart - Slowed,We Fell Apart,ANGUISH,hardstyle,73,True,2023-07-25,155520,36.5,2.592,2023
DONDE SE APRENDE A QUERER?,ESTRELLA,Mora,urbano latino,77,False,2023-08-28,144427,38.5,2.4071166666666666,2023
Diabólica,Partyson,Cris Mj,reggaeton chileno,74,True,2023-11-09,192000,37.0,3.2,2023
CUAL ES ESA,FERXXOCALIPSIS,Feid,reggaeton,72,True,2023-12-01,172506,36.0,2.8751,2023
CRUSH,CRUSH,Sky Rompiendo,reggaeton,73,False,2023-10-26,233333,36.5,3.8888833333333332,2023
勇者,THE BOOK 3,YOASOBI,j-pop,72,False,2023-10-04,194266,36.0,3.2377666666666665,2023
M.A.I,111,Milo j,argentine trap,80,False,2023-11-30,184027,40.0,3.0671166666666667,2023
Tuwi Tuwi,Tuwi Tuwi,Jey One,dembow,65,True,2023-12-22,135230,32.5,2.253833333333333,2023
The Rapture Pt.III,The Rapture Pt.III,&ME,afro house,74,False,2023-06-09,417812,37.0,6.963533333333333,2023
Santorini,Santorini,Beéle,latin afrobeats,72,False,2023-07-06,160893,36.0,2.68155,2023
Tibok,Tibok,Earl Agustin,opm,85,False,2023-06-16,326666,42.5,5.4444333333333335,2023
PARANORMAL,DATA,Tainy,reggaeton,74,False,2023-06-29,197935,37.0,3.2989166666666665,2023
Bailando Bachata,Bailando Bachata,Chayanne,latin pop,74,False,2023-05-25,170809,37.0,2.8468166666666668,2023
Hong Kong,Hong Kong,Oscar Maydon,corridos tumbados,73,False,2023-11-02,222850,36.5,3.714166666666667,2023
Lonely At The Top,Work Of Art,Asake,afrobeats,73,False,2023-06-15,157714,36.5,2.6285666666666665,2023
NEW DANCE,NEW DANCE,XG,k-pop,70,False,2023-08-23,198520,35.0,3.308666666666667,2023
Miénteme,Cupido,TINI,latin pop,74,False,2023-02-16,165275,37.0,2.754583333333333,2023
絆ノ奇跡,絆ノ奇跡,MAN WITH A MISSION,anime,71,False,2023-04-10,223320,35.5,3.722,2023
The Boy Is Mine,The Boy Is Mine,James Mac,afro house,73,False,2023-06-23,201713,36.5,3.361883333333333,2023
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,slap house,76,False,2023-04-28,137419,38.0,2.2903166666666666,2023
沉溺（你让我的心不再结冰）,沉溺（你让我的心不再结冰）,邹沛沛,chinese r&b,69,False,2023-03-29,193773,34.5,3.22955,2023
Gorah,Gorah,Nitefreak,afro house,75,False,2023-11-03,246000,37.5,4.1,2023
Cintureo - Remix,Cintureo (Remix),Jey One,dembow,65,True,2023-11-07,164055,32.5,2.73425,2023
Nunca Me Amo,Chosen Few: New Generation,Boy Wonder CF,reggaeton,72,False,2023-11-21,199641,36.0,3.32735,2023
Binikini,¿Quién trae las cornetas?,Rawayana,spanish-language reggae,68,False,2023-09-21,183253,34.0,3.0542166666666666,2023
花になって - Be a flower,花になって - Be a flower,Ryokuoushoku Shakai,j-pop,71,False,2023-10-29,199333,35.5,3.322216666666667,2023
Dame Un Break,¿Quién trae las cornetas?,Rawayana,spanish-language reggae,68,False,2023-09-21,200598,34.0,3.3433,2023
CARACAS EN EL 2000,CARACAS EN EL 2000,ELENA ROSE,latin r&b,69,False,2023-10-26,227784,34.5,3.7964,2023
Si La Calle Llama - Remix,3MEN2 KBRN,Eladio Carrion,trap latino,72,True,2023-03-17,240000,36.0,4.0,2023
